text_raw,text_clean,tokens,token_count
ibkr mobile ibkr mobile app comes up with features where users view the complete stats about a large number of stock markets from all around the globe to invest in the market with the probability of low risk and high profit,ibkr mobile ibkr mobile app come feature user view complete stats large number stock market around globe invest market probability low risk high profit,"['ibkr', 'mobile', 'ibkr', 'mobile', 'app', 'come', 'feature', 'user', 'view', 'complete', 'stats', 'large', 'number', 'stock', 'market', 'around', 'globe', 'invest', 'market', 'probability', 'low', 'risk', 'high', 'profit']",24
tickmill tickmill is a website that acts as a forex trading platform allowing investors to trade up to 1 million by using mt4 and mt5,tickmill tickmill website act forex trading platform allowing investor trade million using mt4 mt5,"['tickmill', 'tickmill', 'website', 'act', 'forex', 'trading', 'platform', 'allowing', 'investor', 'trade', 'million', 'using', 'mt4', 'mt5']",14
as2gateway as2gateway is a b2b businesstobusiness platform that helps to connect buyers and sellers cloud saas as2edi exchange providing secure convenient fullymanaged business data exchange over the internet,as2gateway as2gateway b2b businesstobusiness platform help connect buyer seller cloud saas as2edi exchange providing secure convenient fullymanaged business data exchange internet,"['as2gateway', 'as2gateway', 'b2b', 'businesstobusiness', 'platform', 'help', 'connect', 'buyer', 'seller', 'cloud', 'saas', 'as2edi', 'exchange', 'providing', 'secure', 'convenient', 'fullymanaged', 'business', 'data', 'exchange', 'internet']",21
copyfx copyfx is one of the most popular copy trading platforms that allows traders to copy the trades of other traders,copyfx copyfx one popular copy trading platform allows trader copy trade trader,"['copyfx', 'copyfx', 'one', 'popular', 'copy', 'trading', 'platform', 'allows', 'trader', 'copy', 'trade', 'trader']",12
grabmyleads pitch to startups that just raised millions in funding,grabmyleads pitch startup raised million funding,"['grabmyleads', 'pitch', 'startup', 'raised', 'million', 'funding']",6
ig ig is an easytouse website that provides you a platform to invest and trade in an online market instrument like fx cryptocurrencies shares commodities bonds and rates and etfs,ig ig easytouse website provides platform invest trade online market instrument like fx cryptocurrencies share commodity bond rate etf,"['ig', 'ig', 'easytouse', 'website', 'provides', 'platform', 'invest', 'trade', 'online', 'market', 'instrument', 'like', 'fx', 'cryptocurrencies', 'share', 'commodity', 'bond', 'rate', 'etf']",19
hyip script profit engine zero hassle,hyip script profit engine zero hassle,"['hyip', 'script', 'profit', 'engine', 'zero', 'hassle']",6
traderslist discover trading edge that doesnt pale against professional tools used by hedge funds find community powered edge in traderslist social knowledge base,traderslist discover trading edge doesnt pale professional tool used hedge fund find community powered edge traderslist social knowledge base,"['traderslist', 'discover', 'trading', 'edge', 'doesnt', 'pale', 'professional', 'tool', 'used', 'hedge', 'fund', 'find', 'community', 'powered', 'edge', 'traderslist', 'social', 'knowledge', 'base']",19
"doublefinance design your
own

ai boom

congress

momentum

defensive

growth

inflation

value

bogglehead

factor

tech

defensive

risk on

personal

innovative own stock index double automates your investments with zero aum fees",doublefinance design ai boom congress momentum defensive growth inflation value bogglehead factor tech defensive risk personal innovative stock index double automates investment zero aum fee,"['doublefinance', 'design', 'ai', 'boom', 'congress', 'momentum', 'defensive', 'growth', 'inflation', 'value', 'bogglehead', 'factor', 'tech', 'defensive', 'risk', 'personal', 'innovative', 'stock', 'index', 'double', 'automates', 'investment', 'zero', 'aum', 'fee']",25
stocksexpert explore the complete list of sp 500 companies a stock market index representing 500 of the largest publicly traded us companies and its composition and weighting free investment calculators and tools to analyze stocks and plan your future,stocksexpert explore complete list sp company stock market index representing largest publicly traded u company composition weighting free investment calculator tool analyze stock plan future,"['stocksexpert', 'explore', 'complete', 'list', 'sp', 'company', 'stock', 'market', 'index', 'representing', 'largest', 'publicly', 'traded', 'u', 'company', 'composition', 'weighting', 'free', 'investment', 'calculator', 'tool', 'analyze', 'stock', 'plan', 'future']",25
tracxn data on companies,tracxn data company,"['tracxn', 'data', 'company']",3
jstock jstock makes it easy to track your stock investment,jstock jstock make easy track stock investment,"['jstock', 'jstock', 'make', 'easy', 'track', 'stock', 'investment']",7
spotware ctrader ctrader is a complete solution for forex and cfd brokers to offer to their traders the core package supports every possible way to trade,spotware ctrader ctrader complete solution forex cfd broker offer trader core package support every possible way trade,"['spotware', 'ctrader', 'ctrader', 'complete', 'solution', 'forex', 'cfd', 'broker', 'offer', 'trader', 'core', 'package', 'support', 'every', 'possible', 'way', 'trade']",17
exness trader exness trader everything traders need app allows users to manage their trading accounts right through their mobile phones,exness trader exness trader everything trader need app allows user manage trading account right mobile phone,"['exness', 'trader', 'exness', 'trader', 'everything', 'trader', 'need', 'app', 'allows', 'user', 'manage', 'trading', 'account', 'right', 'mobile', 'phone']",16
qtrade qtrade llc is a digital asset exchange launched in april 2018 and based in the united states registered in kansas the qtrade platform provides splitsecond trade execution industryleading security practices and a robust scalable architecture,qtrade qtrade llc digital asset exchange launched april based united state registered kansa qtrade platform provides splitsecond trade execution industryleading security practice robust scalable architecture,"['qtrade', 'qtrade', 'llc', 'digital', 'asset', 'exchange', 'launched', 'april', 'based', 'united', 'state', 'registered', 'kansa', 'qtrade', 'platform', 'provides', 'splitsecond', 'trade', 'execution', 'industryleading', 'security', 'practice', 'robust', 'scalable', 'architecture']",25
alpaca data api free realtime stock market data api,alpaca data api free realtime stock market data api,"['alpaca', 'data', 'api', 'free', 'realtime', 'stock', 'market', 'data', 'api']",9
esignal everything you need all in one place charts that change the game better backtesting  scanning and reliable realtime data,esignal everything need one place chart change game better backtesting scanning reliable realtime data,"['esignal', 'everything', 'need', 'one', 'place', 'chart', 'change', 'game', 'better', 'backtesting', 'scanning', 'reliable', 'realtime', 'data']",14
fp markets fp markets is one of the trusted global forex brokers that provides you an opportunity to trade on forex indices commodities and shares,fp market fp market one trusted global forex broker provides opportunity trade forex index commodity share,"['fp', 'market', 'fp', 'market', 'one', 'trusted', 'global', 'forex', 'broker', 'provides', 'opportunity', 'trade', 'forex', 'index', 'commodity', 'share']",16
human ipo invest in people you believe in,human ipo invest people believe,"['human', 'ipo', 'invest', 'people', 'believe']",5
tykr tykr is a platform that empowers people to become great investors it provides all the data and knowledge to invest confidently,tykr tykr platform empowers people become great investor provides data knowledge invest confidently,"['tykr', 'tykr', 'platform', 'empowers', 'people', 'become', 'great', 'investor', 'provides', 'data', 'knowledge', 'invest', 'confidently']",13
ape wisdom wallstreetbets tracker with an api,ape wisdom wallstreetbets tracker api,"['ape', 'wisdom', 'wallstreetbets', 'tracker', 'api']",5
titan built like a hedge fund,titan built like hedge fund,"['titan', 'built', 'like', 'hedge', 'fund']",5
"koia privacyfocused graphing
create graphs and pivot tables online from csv excel or json data",koia privacyfocused graphing create graph pivot table online csv excel json data,"['koia', 'privacyfocused', 'graphing', 'create', 'graph', 'pivot', 'table', 'online', 'csv', 'excel', 'json', 'data']",12
whoraisedio receive a lead list containing verified decision makers contact details from hundreds of companies that just raised funding to scale their business straight to your inbox,whoraisedio receive lead list containing verified decision maker contact detail hundred company raised funding scale business straight inbox,"['whoraisedio', 'receive', 'lead', 'list', 'containing', 'verified', 'decision', 'maker', 'contact', 'detail', 'hundred', 'company', 'raised', 'funding', 'scale', 'business', 'straight', 'inbox']",18
matador free investing  social feed of trades  25 on your cash,matador free investing social feed trade cash,"['matador', 'free', 'investing', 'social', 'feed', 'trade', 'cash']",7
peerstreet finances real estate through a form of crowdfunding,peerstreet finance real estate form crowdfunding,"['peerstreet', 'finance', 'real', 'estate', 'form', 'crowdfunding']",6
kubera protect your wealth,kubera protect wealth,"['kubera', 'protect', 'wealth']",3
angellist funds invest in 100 startups at once,angellist fund invest startup,"['angellist', 'fund', 'invest', 'startup']",4
polygonio polygonio offers streaming realtime data for stocksequities etfs indecies and forexcurrencies including crypto currencies our realtime stock data apis help you build the future on fintech,polygonio polygonio offer streaming realtime data stocksequities etf indecies forexcurrencies including crypto currency realtime stock data apis help build future fintech,"['polygonio', 'polygonio', 'offer', 'streaming', 'realtime', 'data', 'stocksequities', 'etf', 'indecies', 'forexcurrencies', 'including', 'crypto', 'currency', 'realtime', 'stock', 'data', 'apis', 'help', 'build', 'future', 'fintech']",21
alphastreet social ecosystem to simplify investment decisions,alphastreet social ecosystem simplify investment decision,"['alphastreet', 'social', 'ecosystem', 'simplify', 'investment', 'decision']",6
tickr tickr is gtkbased rss reader application which displays rss feeds in a ticker bar on your desktop,tickr tickr gtkbased rss reader application display rss feed ticker bar desktop,"['tickr', 'tickr', 'gtkbased', 'rss', 'reader', 'application', 'display', 'rss', 'feed', 'ticker', 'bar', 'desktop']",12
contora alternative data on the companies activity on the web for retail traders,contora alternative data company activity web retail trader,"['contora', 'alternative', 'data', 'company', 'activity', 'web', 'retail', 'trader']",8
activtrades activtrades is a ukbased brokerage firm that offers an electric trading platform to invest in forex cfds cryptocurrencies shares and etfs,activtrades activtrades ukbased brokerage firm offer electric trading platform invest forex cfds cryptocurrencies share etf,"['activtrades', 'activtrades', 'ukbased', 'brokerage', 'firm', 'offer', 'electric', 'trading', 'platform', 'invest', 'forex', 'cfds', 'cryptocurrencies', 'share', 'etf']",15
gainy stock market portfolio,gainy stock market portfolio,"['gainy', 'stock', 'market', 'portfolio']",4
robintrack discover trends in the popularities of stocks on robinhood,robintrack discover trend popularity stock robinhood,"['robintrack', 'discover', 'trend', 'popularity', 'stock', 'robinhood']",6
marketlog stock portfolio tracker reinvented,marketlog stock portfolio tracker reinvented,"['marketlog', 'stock', 'portfolio', 'tracker', 'reinvented']",5
wealthsimple usa making smart investing simple affordable and beautiful,wealthsimple usa making smart investing simple affordable beautiful,"['wealthsimple', 'usa', 'making', 'smart', 'investing', 'simple', 'affordable', 'beautiful']",8
empower our vision is to transform financial lives through advice people and technology our mission is to empower financial freedom for all,empower vision transform financial life advice people technology mission empower financial freedom,"['empower', 'vision', 'transform', 'financial', 'life', 'advice', 'people', 'technology', 'mission', 'empower', 'financial', 'freedom']",12
investorplace investorplace is a website that operates a web portal offering financial advisory services detailed analytical reports on the stock market mutual fund foreign exchange and effective investment strategies enabling you to invest your money at the,investorplace investorplace website operates web portal offering financial advisory service detailed analytical report stock market mutual fund foreign exchange effective investment strategy enabling invest money,"['investorplace', 'investorplace', 'website', 'operates', 'web', 'portal', 'offering', 'financial', 'advisory', 'service', 'detailed', 'analytical', 'report', 'stock', 'market', 'mutual', 'fund', 'foreign', 'exchange', 'effective', 'investment', 'strategy', 'enabling', 'invest', 'money']",25
